"restaurant,text,taste_label,clean_label,service_label"
"니혼카레,니혼카레은(는) 가격 대비 퀄리티가 좋아서 친구들에게도 추천하는 곳입니다.,긍정,긍정,긍정"
"니혼카레,니혼카레은(는) 직원분도 친절하고 음식도 빨리 나와서 좋아요.,긍정,긍정,긍정"
"킹콩부대찌개,킹콩부대찌개은(는) 음식도 맛있고 가게도 깔끔해서 자주 오고 싶어요.,긍정,긍정,긍정"
"킹콩부대찌개,킹콩부대찌개은(는) 맛, 청결, 서비스 모두 만족스러웠습니다.,긍정,긍정,긍정"
"킹콩부대찌개,킹콩부대찌개에서 식사하면 항상 기분 좋게 한 끼 해결할 수 있어요.,긍정,긍정,긍정"
"킹콩부대찌개,킹콩부대찌개은(는) 가격 대비 퀄리티가 좋아서 친구들에게도 추천하는 곳입니다.,긍정,긍정,긍정"
"킹콩부대찌개,킹콩부대찌개은(는) 직원분도 친절하고 음식도 빨리 나와서 좋아요.,긍정,긍정,긍정"
"놀부보쌈 & 놀부부대찌개,놀부보쌈 & 놀부부대찌개은(는) 음식도 맛있고 가게도 깔끔해서 자주 오고 싶어요.,긍정,긍정,긍정"
"놀부보쌈 & 놀부부대찌개,놀부보쌈 & 놀부부대찌개은(는) 맛, 청결, 서비스 모두 만족스러웠습니다.,긍정,긍정,긍정"
"놀부보쌈 & 놀부부대찌개,놀부보쌈 & 놀부부대찌개에서 식사하면 항상 기분 좋게 한 끼 해결할 수 있어요.,긍정,긍정,긍정"
"놀부보쌈 & 놀부부대찌개,놀부보쌈 & 놀부부대찌개은(는) 가격 대비 퀄리티가 좋아서 친구들에게도 추천하는 곳입니다.,긍정,긍정,긍정"
"놀부보쌈 & 놀부부대찌개,놀부보쌈 & 놀부부대찌개은(는) 직원분도 친절하고 음식도 빨리 나와서 좋아요.,긍정,긍정,긍정"
"바른치킨,바른치킨은(는) 음식도 맛있고 가게도 깔끔해서 자주 오고 싶어요.,긍정,긍정,긍정"
"바른치킨,바른치킨은(는) 맛, 청결, 서비스 모두 만족스러웠습니다.,긍정,긍정,긍정"
"바른치킨,바른치킨에서 식사하면 항상 기분 좋게 한 끼 해결할 수 있어어요.,긍정,긍정,긍정"
"바른치킨,바른치킨은(는) 가격 대비 퀄리티가 좋아서 친구들에게도 추천하는 곳입니다.,긍정,긍정,긍정"
"바른치킨,바른치킨은(는) 직원분도 친절하고 음식도 빨리 나와서 좋아요.,긍정,긍정,긍정"
"60계치킨,60계치킨은(는) 음식도 맛있고 가게도 깔끔해서 자주 오고 싶어요.,긍정,긍정,긍정"
"60계치킨,60계치킨은(는) 맛, 청결, 서비스 모두 만족스러웠습니다.,긍정,긍정,긍정"
"60계치킨,60계치킨에서 식사하면 항상 기분 좋게 한 끼 해결할 수 있어요.,긍정,긍정,긍정"
"60계치킨,60계치킨은(는) 가격 대비 퀄리티가 좋아서 친구들에게도 추천하는 곳입니다.,긍정,긍정,긍정"
"60계치킨,60계치킨은(는) 직원분도 친절하고 음식도 빨리 나와서 좋아요.,긍정,긍정,긍정"
"처갓집양념치킨,처갓집양념치킨은(는) 음식도 맛있고 가게도 깔끔해서 자주 오고 싶어요.,긍정,긍정,긍정"
"처갓집양념치킨,처갓집양념치킨은(는) 맛, 청결, 서비스 모두 만족스러웠습니다.,긍정,긍정,긍정"
"처갓집양념치킨,처갓집양념치킨에서 식사하면 항상 기분 좋게 한 끼 해결할 수 있어요.,긍정,긍정,긍정"
"처갓집양념치킨,처갓집양념치킨은(는) 가격 대비 퀄리티가 좋아서 친구들에게도 추천하는 곳입니다.,긍정,긍정,긍정"
"처갓집양념치킨,처갓집양념치킨은(는) 직원분도 친절하고 음식도 빨리 나와서 좋아요.,긍정,긍정,긍정"
"BHC,BHC은(는) 음식도 맛있고 가게도 깔끔해서 자주 오고 싶어요.,긍정,긍정,긍정"
"BHC,BHC은(는) 맛, 청결, 서비스 모두 만족스러웠습니다.,긍정,긍정,긍정"
"BHC,BHC에서 식사하면 항상 기분 좋게 한 끼 해결할 수 있어요.,긍정,긍정,긍정"
"BHC,BHC은(는) 가격 대비 퀄리티가 좋아서 친구들에게도 추천하는 곳입니다.,긍정,긍정,긍정"
"BHC,BHC은(는) 직원분도 친절하고 음식도 빨리 나와서 좋아요.,긍정,긍정,긍정"
"BBQ,BBQ은(는) 음식도 맛있고 가게도 깔끔해서 자주 오고 싶어요.,긍정,긍정,긍정"
"BBQ,BBQ은(는) 맛, 청결, 서비스 모두 만족스러웠습니다.,긍정,긍정,긍정"
"BBQ,BBQ에서 식사하면 항상 기분 좋게 한 끼 해결할 수 있어요.,긍정,긍정,긍정"
"BBQ,BBQ은(는) 가격 대비 퀄리티가 좋아서 친구들에게도 추천하는 곳입니다.,긍정,긍정,긍정"
"BBQ,BBQ은(는) 직원분도 친절하고 음식도 빨리 나와서 좋아요.,긍정,긍정,긍정"
"멕시카나,멕시카나은(는) 음식도 맛있고 가게도 깔끔해서 자주 오고 싶어요.,긍정,긍정,긍정"
"멕시카나,멕시카나은(는) 맛, 청결, 서비스 모두 만족스러웠습니다.,긍정,긍정,긍정"
"멕시카나,멕시카나에서 식사하면 항상 기분 좋게 한 끼 해결할 수 있어요.,긍정,긍정,긍정"
"멕시카나,멕시카나은(는) 가격 대비 퀄리티가 좋아서 친구들에게도 추천하는 곳입니다.,긍정,긍정,긍정"
"멕시카나,멕시카나은(는) 직원분도 친절하고 음식도 빨리 나와서 좋아요.,긍정,긍정,긍정"
"닭섬,닭섬은(는) 음식도 맛있고 가게도 깔끔해서 자주 오고 싶어요.,긍정,긍정,긍정"
"닭섬,닭섬은(는) 맛, 청결, 서비스 모두 만족스러웠습니다.,긍정,긍정,긍정"
"닭섬,닭섬에서 식사하면 항상 기분 좋게 한 끼 해결할 수 있어요.,긍정,긍정,긍정"
"닭섬,닭섬은(는) 가격 대비 퀄리티가 좋아서 친구들에게도 추천하는 곳입니다.,긍정,긍정,긍정"
"닭섬,닭섬은(는) 직원분도 친절하고 음식도 빨리 나와서 좋아요.,긍정,긍정,긍정"
"푸드카페마루,푸드카페마루은(는) 음식도 맛있고 가게도 깔끔해서 자주 오고 싶어요.,긍정,긍정,긍정"
"푸드카페마루,푸드카페마루은(는) 맛, 청결, 서비스 모두 만족스러웠습니다.,긍정,긍정,긍정"
"푸드카페마루,푸드카페마루에서 식사하면 항상 기분 좋게 한 끼 해결할 수 있어요.,긍정,긍정,긍정"
"푸드카페마루,푸드카페마루은(는) 가격 대비 퀄리티가 좋아서 친구들에게도 추천하는 곳입니다.,긍정,긍정,긍정"
"푸드카페마루,푸드카페마루은(는) 직원분도 친절하고 음식도 빨리 나와서 좋아요.,긍정,긍정,긍정"
"향미루,향미루은(는) 음식도 맛있고 가게도 깔끔해서 자주 오고 싶어요.,긍정,긍정,긍정"
"향미루,향미루은(는) 맛, 청결, 서비스 모두 만족스러웠습니다.,긍정,긍정,긍정"
"향미루,향미루에서 식사하면 항상 기분 좋게 한 끼 해결할 수 있어요.,긍정,긍정,긍정"
"향미루,향미루은(는) 가격 대비 퀄리티가 좋아서 친구들에게도 추천하는 곳입니다.,긍정,긍정,긍정"
"향미루,향미루은(는) 직원분도 친절하고 음식도 빨리 나와서 좋아요.,긍정,긍정,긍정"
"차이나문 강남대점,차이나문 강남대점은(는) 음식도 맛있고 가게도 깔끔해서 자주 오고 싶어요.,긍정,긍정,긍정"
"차이나문 강남대점,차이나문 강남대점은(는) 맛, 청결, 서비스 모두 만족스러웠습니다.,긍정,긍정,긍정"
"차이나문 강남대점,차이나문 강남대점에서 식사하면 항상 기분 좋게 한 끼 해결할 수 있어요.,긍정,긍정,긍정"
"차이나문 강남대점,차이나문 강남대점은(는) 가격 대비 퀄리티가 좋아서 친구들에게도 추천하는 곳입니다.,긍정,긍정,긍정"
"차이나문 강남대점,차이나문 강남대점은(는) 직원분도 친절하고 음식도 빨리 나와서 좋아요.,긍정,긍정,긍정"
"홍짜장,홍짜장은(는) 음식도 맛있고 가게도 깔끔해서 자주 오고 싶어요.,긍정,긍정,긍정"
"홍짜장,홍짜장은(는) 맛, 청결, 서비스 모두 만족스러웠습니다.,긍정,긍정,긍정"
"홍짜장,홍짜장에서 식사하면 항상 기분 좋게 한 끼 해결할 수 있어요.,긍정,긍정,긍정"
"홍짜장,홍짜장은(는) 가격 대비 퀄리티가 좋아서 친구들에게도 추천하는 곳입니다.,긍정,긍정,긍정"
"홍짜장,홍짜장은(는) 직원분도 친절하고 음식도 빨리 나와서 좋아요.,긍정,긍정,긍정"
"신룽푸마라탕 강남대점,신룽푸마라탕 강남대점은(는) 음식도 맛있고 가게도 깔끔해서 자주 오고 싶어요.,긍정,긍정,긍정"
"신룽푸마라탕 강남대점,신룽푸마라탕 강남대점은(는) 맛, 청결, 서비스 모두 만족스러웠습니다.,긍정,긍정,긍정"
"신룽푸마라탕 강남대점,신룽푸마라탕 강남대점에서 식사하면 항상 기분 좋게 한 끼 해결할 수 있어요.,긍정,긍정,긍정"
"신룽푸마라탕 강남대점,신룽푸마라탕 강남대점은(는) 가격 대비 퀄리티가 좋아서 친구들에게도 추천하는 곳입니다.,긍정,긍정,긍정"
"신룽푸마라탕 강남대점,신룽푸마라탕 강남대점은(는) 직원분도 친절하고 음식도 빨리 나와서 좋아요.,긍정,긍정,긍정"
"포청천 중화요리,포청천 중화요리는(는) 음식도 맛있고 가게도 깔끔해서 자주 오고 싶어요.,긍정,긍정,긍정"
"포청천 중화요리,포청천 중화요리는(는) 맛, 청결, 서비스 모두 만족스러웠습니다.,긍정,긍정,긍정"
"포청천 중화요리,포청천 중화요리에서 식사하면 항상 기분 좋게 한 끼 해결할 수 있어요.,긍정,긍정,긍정"
"포청천 중화요리,포청천 중화요리는(는) 가격 대비 퀄리티가 좋아서 친구들에게도 추천하는 곳입니다.,긍정,긍정,긍정"
"포청천 중화요리,포청천 중화요리는(는) 직원분도 친절하고 음식도 빨리 나와서 좋아요.,긍정,긍정,긍정"
"교동짬뽕,교동짬뽕은(는) 음식도 맛있고 가게도 깔끔해서 자주 오고 싶어요.,긍정,긍정,긍정"
"교동짬뽕,교동짬뽕은(는) 맛, 청결, 서비스 모두 만족스러웠습니다.,긍정,긍정,긍정"
"교동짬뽕,교동짬뽕에서 식사하면 항상 기분 좋게 한 끼 해결할 수 있어요.,긍정,긍정,긍정"
"교동짬뽕,교동짬뽕은(는) 가격 대비 퀄리티가 좋아서 친구들에게도 추천하는 곳입니다.,긍정,긍정,긍정"
"교동짬뽕,교동짬뽕은(는) 직원분도 친절하고 음식도 빨리 나와서 좋아요.,긍정,긍정,긍정"
"시천각,시천각은(는) 음식도 맛있고 가게도 깔끔해서 자주 오고 싶어요.,긍정,긍정,긍정"
"시천각,시천각은(는) 맛, 청결, 서비스 모두 만족스러웠습니다.,긍정,긍정,긍정"
"시천각,시천각에서 식사하면 항상 기분 좋게 한 끼 해결할 수 있어요.,긍정,긍정,긍정"
"시천각,시천각은(는) 가격 대비 퀄리티가 좋아서 친구들에게도 추천하는 곳입니다.,긍정,긍정,긍정"
"시천각,시천각은(는) 직원분도 친절하고 음식도 빨리 나와서 좋아요.,긍정,긍정,긍정"
"파스타그랑데,파스타그랑데은(는) 음식도 맛있고 가게도 깔끔해서 자주 오고 싶어요.,긍정,긍정,긍정"
"파스타그랑데,파스타그랑데은(는) 맛, 청결, 서비스 모두 만족스러웠습니다.,긍정,긍정,긍정"
"파스타그랑데,파스타그랑데에서 식사하면 항상 기분 좋게 한 끼 해결할 수 있어요.,긍정,긍정,긍정"
"파스타그랑데,파스타그랑데은(는) 가격 대비 퀄리티가 좋아서 친구들에게도 추천하는 곳입니다.,긍정,긍정,긍정"
"파스타그랑데,파스타그랑데은(는) 직원분도 친절하고 음식도 빨리 나와서 좋아요.,긍정,긍정,긍정"
"홍대돈부리 강남대점,홍대돈부리 강남대점은(는) 음식도 맛있고 가게도 깔끔해서 자주 오고 싶어요.,긍정,긍정,긍정"
"홍대돈부리 강남대점,홍대돈부리 강남대점은(는) 맛, 청결, 서비스 모두 만족스러웠습니다.,긍정,긍정,긍정"
"홍대돈부리 강남대점,홍대돈부리 강남대점에서 식사하면 항상 기분 좋게 한 끼 해결할 수 있어요.,긍정,긍정,긍정"
"홍대돈부리 강남대점,홍대돈부리 강남대점은(는) 가격 대비 퀄리티가 좋아서 친구들에게도 추천하는 곳입니다.,긍정,긍정,긍정"
"홍대돈부리 강남대점,홍대돈부리 강남대점은(는) 직원분도 친절하고 음식도 빨리 나와서 좋아요.,긍정,긍정,긍정"
"파스타킹,파스타킹은(는) 음식도 맛있고 가게도 깔끔해서 자주 오고 싶어요.,긍정,긍정,긍정"
"파스타킹,파스타킹은(는) 맛, 청결, 서비스 모두 만족스러웠습니다.,긍정,긍정,긍정"
"파스타킹,파스타킹에서 식사하면 항상 기분 좋게 한 끼 해결할 수 있어요.,긍정,긍정,긍정"
"파스타킹,파스타킹은(는) 가격 대비 퀄리티가 좋아서 친구들에게도 추천하는 곳입니다.,긍정,긍정,긍정"
"파스타킹,파스타킹은(는) 직원분도 친절하고 음식도 빨리 나와서 좋아요.,긍정,긍정,긍정"
"마녀주방 강남대점,마녀주방 강남대점은(는) 음식도 맛있고 가게도 깔끔해서 자주 오고 싶어요.,긍정,긍정,긍정"
"마녀주방 강남대점,마녀주방 강남대점은(는) 맛, 청결, 서비스 모두 만족스러웠습니다.,긍정,긍정,긍정"
"마녀주방 강남대점,마녀주방 강남대점에서 식사하면 항상 기분 좋게 한 끼 해결할 수 있어요.,긍정,긍정,긍정"
"마녀주방 강남대점,마녀주방 강남대점은(는) 가격 대비 퀄리티가 좋아서 친구들에게도 추천하는 곳입니다.,긍정,긍정,긍정"
"마녀주방 강남대점,마녀주방 강남대점은(는) 직원분도 친절하고 음식도 빨리 나와서 좋아요.,긍정,긍정,긍정"
"라샤프,라샤프은(는) 음식도 맛있고 가게도 깔끔해서 자주 오고 싶어요.,긍정,긍정,긍정"
"라샤프,라샤프은(는) 맛, 청결, 서비스 모두 만족스러웠습니다.,긍정,긍정,긍정"
"라샤프,라샤프에서 식사하면 항상 기분 좋게 한 끼 해결할 수 있어요.,긍정,긍정,긍정"
"라샤프,라샤프은(는) 가격 대비 퀄리티가 좋아서 친구들에게도 추천하는 곳입니다.,긍정,긍정,긍정"
"라샤프,라샤프은(는) 직원분도 친절하고 음식도 빨리 나와서 좋아요.,긍정,긍정,긍정"
"밀크트리 커피 & 브런치,밀크트리 커피 & 브런치는(는) 음식도 맛있고 가게도 깔끔해서 자주 오고 싶어요.,긍정,긍정,긍정"
"밀크트리 커피 & 브런치,밀크트리 커피 & 브런치는(는) 맛, 청결, 서비스 모두 만족스러웠습니다.,긍정,긍정,긍정"
"밀크트리 커피 & 브런치,밀크트리 커피 & 브런치에서 식사하면 항상 기분 좋게 한 끼 해결할 수 있어요.,긍정,긍정,긍정"
"밀크트리 커피 & 브런치,밀크트리 커피 & 브런치는(는) 가격 대비 퀄리티가 좋아서 친구들에게도 추천하는 곳입니다.,긍정,긍정,긍정"
"밀크트리 커피 & 브런치,밀크트리 커피 & 브런치는(는) 직원분도 친절하고 음식도 빨리 나와서 좋아요.,긍정,긍정,긍정"
"샐러디 강남대점,샐러디 강남대점은(는) 음식도 맛있고 가게도 깔끔해서 자주 오고 싶어요.,긍정,긍정,긍정"
"샐러디 강남대점,샐러디 강남대점은(는) 맛, 청결, 서비스 모두 만족스러웠습니다.,긍정,긍정,긍정"
"샐러디 강남대점,샐러디 강남대점에서 식사하면 항상 기분 좋게 한 끼 해결할 수 있어요.,긍정,긍정,긍정"
"샐러디 강남대점,샐러디 강남대점은(는) 가격 대비 퀄리티가 좋아서 친구들에게도 추천하는 곳입니다.,긍정,긍정,긍정"
"샐러디 강남대점,샐러디 강남대점은(는) 직원분도 친절하고 음식도 빨리 나와서 좋아요.,긍정,긍정,긍정"
"포케올데이,포케올데이는(는) 음식도 맛있고 가게도 깔끔해서 자주 오고 싶어요.,긍정,긍정,긍정"
"포케올데이,포케올데이는(는) 맛, 청결, 서비스 모두 만족스러웠습니다.,긍정,긍정,긍정"
"포케올데이,포케올데이에서 식사하면 항상 기분 좋게 한 끼 해결할 수 있어요.,긍정,긍정,긍정"
"포케올데이,포케올데이는(는) 가격 대비 퀄리티가 좋아서 친구들에게도 추천하는 곳입니다.,긍정,긍정,긍정"
"포케올데이,포케올데이는(는) 직원분도 친절하고 음식도 빨리 나와서 좋아요.,긍정,긍정,긍정"
"그린랩,그린랩은(는) 음식도 맛있고 가게도 깔끔해서 자주 오고 싶어요.,긍정,긍정,긍정"
"그린랩,그린랩은(는) 맛, 청결, 서비스 모두 만족스러웠습니다.,긍정,긍정,긍정"
"그린랩,그린랩에서 식사하면 항상 기분 좋게 한 끼 해결할 수 있어요.,긍정,긍정,긍정"
"그린랩,그린랩은(는) 가격 대비 퀄리티가 좋아서 친구들에게도 추천하는 곳입니다.,긍정,긍정,긍정"
"그린랩,그린랩은(는) 직원분도 친절하고 음식도 빨리 나와서 좋아요.,긍정,긍정,긍정"
"프레시코드 픽업스팟,프레시코드 픽업스팟은(는) 음식도 맛있고 가게도 깔끔해서 자주 오고 싶어요.,긍정,긍정,긍정"
"프레시코드 픽업스팟,프레시코드 픽업스팟은(는) 맛, 청결, 서비스 모두 만족스러웠습니다.,긍정,긍정,긍정"
"프레시코드 픽업스팟,프레시코드 픽업스팟에서 식사하면 항상 기분 좋게 한 끼 해결할 수 있어요.,긍정,긍정,긍정"
"프레시코드 픽업스팟,프레시코드 픽업스팟은(는) 가격 대비 퀄리티가 좋아서 친구들에게도 추천하는 곳입니다.,긍정,긍정,긍정"
"프레시코드 픽업스팟,프레시코드 픽업스팟은(는) 직원분도 친절하고 음식도 빨리 나와서 좋아요.,긍정,긍정,긍정"
"메가커피 강남대점,메가커피 강남대점은(는) 음식도 맛있고 가게도 깔끔해서 자주 오고 싶어요.,긍정,긍정,긍정"
"메가커피 강남대점,메가커피 강남대점은(는) 맛, 청결, 서비스 모두 만족스러웠습니다.,긍정,긍정,긍정"
"메가커피 강남대점,메가커피 강남대점에서 식사하면 항상 기분 좋게 한 끼 해결할 수 있어요.,긍정,긍정,긍정"
"메가커피 강남대점,메가커피 강남대점은(는) 가격 대비 퀄리티가 좋아서 친구들에게도 추천하는 곳입니다.,긍정,긍정,긍정"
"메가커피 강남대점,메가커피 강남대점은(는) 직원분도 친절하고 음식도 빨리 나와서 좋아요.,긍정,긍정,긍정"
"투썸플레이스 강남대점,투썸플레이스 강남대점은(는) 음식도 맛있고 가게도 깔끔해서 자주 오고 싶어요.,긍정,긍정,긍정"
"투썸플레이스 강남대점,투썸플레이스 강남대점은(는) 맛, 청결, 서비스 모두 만족스러웠습니다.,긍정,긍정,긍정"
"투썸플레이스 강남대점,투썸플레이스 강남대점에서 식사하면 항상 기분 좋게 한 끼 해결할 수 있어요.,긍정,긍정,긍정"
"투썸플레이스 강남대점,투썸플레이스 강남대점은(는) 가격 대비 퀄리티가 좋아서 친구들에게도 추천하는 곳입니다.,긍정,긍정,긍정"
"투썸플레이스 강남대점,투썸플레이스 강남대점은(는) 직원분도 친절하고 음식도 빨리 나와서 좋아요.,긍정,긍정,긍정"
"스타벅스 강남대역,스타벅스 강남대역은(는) 음식도 맛있고 가게도 깔끔해서 자주 오고 싶어요.,긍정,긍정,긍정"
"스타벅스 강남대역,스타벅스 강남대역은(는) 맛, 청결, 서비스 모두 만족스러웠습니다.,긍정,긍정,긍정"
"스타벅스 강남대역,스타벅스 강남대역에서 식사하면 항상 기분 좋게 한 끼 해결할 수 있어요.,긍정,긍정,긍정"
"스타벅스 강남대역,스타벅스 강남대역은(는) 가격 대비 퀄리티가 좋아서 친구들에게도 추천하는 곳입니다.,긍정,긍정,긍정"
"스타벅스 강남대역,스타벅스 강남대역은(는) 직원분도 친절하고 음식도 빨리 나와서 좋아요.,긍정,긍정,긍정"
"컴포즈커피 강남대,컴포즈커피 강남대은(는) 음식도 맛있고 가게도 깔끔해서 자주 오고 싶어요.,긍정,긍정,긍정"
"컴포즈커피 강남대,컴포즈커피 강남대은(는) 맛, 청결, 서비스 모두 만족스러웠습니다.,긍정,긍정,긍정"
"컴포즈커피 강남대,컴포즈커피 강남대에서 식사하면 항상 기분 좋게 한 끼 해결할 수 있어요.,긍정,긍정,긍정"
"컴포즈커피 강남대,컴포즈커피 강남대은(는) 가격 대비 퀄리티가 좋아서 친구들에게도 추천하는 곳입니다.,긍정,긍정,긍정"
"컴포즈커피 강남대,컴포즈커피 강남대은(는) 직원분도 친절하고 음식도 빨리 나와서 좋아요.,긍정,긍정,긍정"
"노브랜드 커피,노브랜드 커피은(는) 음식도 맛있고 가게도 깔끔해서 자주 오고 싶어요.,긍정,긍정,긍정"
"노브랜드 커피,노브랜드 커피은(는) 맛, 청결, 서비스 모두 만족스러웠습니다.,긍정,긍정,긍정"
"노브랜드 커피,노브랜드 커피에서 식사하면 항상 기분 좋게 한 끼 해결할 수 있어요.,긍정,긍정,긍정"
"노브랜드 커피,노브랜드 커피은(는) 가격 대비 퀄리티가 좋아서 친구들에게도 추천하는 곳입니다.,긍정,긍정,긍정"
"노브랜드 커피,노브랜드 커피은(는) 직원분도 친절하고 음식도 빨리 나와서 좋아요.,긍정,긍정,긍정"
"엔제리너스,엔제리너스은(는) 음식도 맛있고 가게도 깔끔해서 자주 오고 싶어요.,긍정,긍정,긍정"
"엔제리너스,엔제리너스은(는) 맛, 청결, 서비스 모두 만족스러웠습니다.,긍정,긍정,긍정"
"엔제리너스,엔제리너스에서 식사하면 항상 기분 좋게 한 끼 해결할 수 있어요.,긍정,긍정,긍정"
"엔제리너스,엔제리너스은(는) 가격 대비 퀄리티가 좋아서 친구들에게도 추천하는 곳입니다.,긍정,긍정,긍정"
"엔제리너스,엔제리너스은(는) 직원분도 친절하고 음식도 빨리 나와서 좋아요.,긍정,긍정,긍정"
"달콤커피,달콤커피은(는) 음식도 맛있고 가게도 깔끔해서 자주 오고 싶어요.,긍정,긍정,긍정"
"달콤커피,달콤커피은(는) 맛, 청결, 서비스 모두 만족스러웠습니다.,긍정,긍정,긍정"
"달콤커피,달콤커피에서 식사하면 항상 기분 좋게 한 끼 해결할 수 있어요.,긍정,긍정,긍정"
"달콤커피,달콤커피은(는) 가격 대비 퀄리티가 좋아서 친구들에게도 추천하는 곳입니다.,긍정,긍정,긍정"
"달콤커피,달콤커피은(는) 직원분도 친절하고 음식도 빨리 나와서 좋아요.,긍정,긍정,긍정"
"할리스,할리스은(는) 음식도 맛있고 가게도 깔끔해서 자주 오고 싶어요.,긍정,긍정,긍정"
"할리스,할리스은(는) 맛, 청결, 서비스 모두 만족스러웠습니다.,긍정,긍정,긍정"
"할리스,할리스에서 식사하면 항상 기분 좋게 한 끼 해결할 수 있어요.,긍정,긍정,긍정"
"할리스,할리스은(는) 가격 대비 퀄리티가 좋아서 친구들에게도 추천하는 곳입니다.,긍정,긍정,긍정"
"할리스,할리스은(는) 직원분도 친절하고 음식도 빨리 나와서 좋아요.,긍정,긍정,긍정"
"카페 리엠,카페 리엠은(는) 음식도 맛있고 가게도 깔끔해서 자주 오고 싶어요.,긍정,긍정,긍정"
"카페 리엠,카페 리엠은(는) 맛, 청결, 서비스 모두 만족스러웠습니다.,긍정,긍정,긍정"
"카페 리엠,카페 리엠에서 식사하면 항상 기분 좋게 한 끼 해결할 수 있어요.,긍정,긍정,긍정"
"카페 리엠,카페 리엠은(는) 가격 대비 퀄리티가 좋아서 친구들에게도 추천하는 곳입니다.,긍정,긍정,긍정"
"카페 리엠,카페 리엠은(는) 직원분도 친절하고 음식도 빨리 나와서 좋아요.,긍정,긍정,긍정"
"크레이지컵케이크,크레이지컵케이크은(는) 음식도 맛있고 가게도 깔끔해서 자주 오고 싶어요.,긍정,긍정,긍정"
"크레이지컵케이크,크레이지컵케이크은(는) 맛, 청결, 서비스 모두 만족스러웠습니다.,긍정,긍정,긍정"
"크레이지컵케이크,크레이지컵케이크에서 식사하면 항상 기분 좋게 한 끼 해결할 수 있어요.,긍정,긍정,긍정"
"크레이지컵케이크,크레이지컵케이크은(는) 가격 대비 퀄리티가 좋아서 친구들에게도 추천하는 곳입니다.,긍정,긍정,긍정"
"크레이지컵케이크,크레이지컵케이크은(는) 직원분도 친절하고 음식도 빨리 나와서 좋아요.,긍정,긍정,긍정"
"구구족 용인기흥점,구구족 용인기흥점에서 먹은 음식이 전반적으로 입맛에 맞지 않았습니다.,부정,긍정,부정"
"구구족 용인기흥점,구구족 용인기흥점은(는) 기대보다 맛이 많이 떨어져서 실망했어요.,부정,긍정,부정"
"구구족 용인기흥점,구구족 용인기흥점은(는) 가격 대비 맛이 아쉬워서 다시 방문할지는 모르겠습니다.,부정,긍정,부정"
"구구족 용인기흥점,구구족 용인기흥점은(는) 특별히 인상적인 맛이 아니어서 기억에 잘 남지 않았습니다.,부정,긍정,부정"
"구구족 용인기흥점,구구족 용인기흥점은(는) 양도 애매하고 맛도 애매해서 추천하기는 힘들 것 같아요.,부정,긍정,부정"
"김밥천국 강남대점,김밥천국 강남대점은(는) 맛은 괜찮지만 청결과 서비스가 많이 아쉬웠어요.,긍정,부정,부정"
"김밥천국 강남대점,김밥천국 강남대점은(는) 음식은 괜찮았지만 위생 관리가 부족해 보였습니다.,긍정,부정,부정"
"김밥천국 강남대점,김밥천국 강남대점은(는) 직원 응대도 다소 불친절했어요.,긍정,부정,부정"
"김밥천국 강남대점,김밥천국 강남대점은(는) 맛은 괜찮았지만 반찬통 관리는 실망스러웠어요.,긍정,부정,부정"
"김밥천국 강남대점,김밥천국 강남대점은(는) 맛은 있지만 위생상태는 개선이 필요해 보입니다.,긍정,부정,부정"
"청궁,청궁은(는) 맛이 좋지만 가게 청결이 많이 아쉬웠습니다.,긍정,부정,긍정"
"청궁,청궁에서 먹은 짬뽕은 맛있었지만 물병 상태는 개선되면 좋겠습니다.,긍정,부정,긍정"
"청궁,청궁은(는) 음식과 서비스는 만족스럽지만 청결이 아쉬웠어요.,긍정,부정,긍정"
"청궁,청궁은(는) 다시 방문 의향 있지만 위생 개선은 필요해 보입니다.,긍정,부정,긍정"
"청궁,청궁은(는) 맛은 좋았지만 내부 테이블 관리가 조금 신경 쓰였습니다.,긍정,부정,긍정"
"롯데리아 강남대점,롯데리아 강남대점은(는) 불고기버거가 정말 맛있어서 자주 방문합니다.,긍정,긍정,긍정"
"롯데리아 강남대점,롯데리아 강남대점은(는) 직원이 친절하고 음식도 빨리 나오는 편이에요.,긍정,긍정,긍정"
"롯데리아 강남대점,롯데리아 강남대점은(는) 전체적으로 만족스러운 패스트푸드점입니다.,긍정,긍정,긍정"
"롯데리아 강남대점,롯데리아 강남대점은(는) 깨끗하고 분위기도 좋아요.,긍정,긍정,긍정"
"롯데리아 강남대점,롯데리아 강남대점은(는) 메뉴가 다양하고 가격 대비 만족도가 높습니다.,긍정,긍정,긍정"
"보영만두 강남대직영점,보영만두 강남대직영점은(는) 맛있고 양도 충분해서 만족스러웠습니다.,긍정,긍정,긍정"
"보영만두 강남대직영점,보영만두 강남대직영점은(는) 쫄면과 만두 조합이 진짜 좋아요.,긍정,긍정,긍정"
"보영만두 강남대직영점,보영만두 강남대직영점은(는) 깨끗하고 음식도 잘 나와요.,긍정,긍정,긍정"
"보영만두 강남대직영점,보영만두 강남대직영점은(는) 다시 방문하고 싶은 곳입니다.,긍정,긍정,긍정"
"보영만두 강남대직영점,보영만두 강남대직영점은(는) 직원분도 친절해서 좋았어요.,긍정,긍정,긍정"
"피자스쿨 강남대점,피자스쿨 강남대점은(는) 가성비 최고입니다.,긍정,긍정,긍정"
"피자스쿨 강남대점,피자스쿨 강남대점은(는) 항상 맛있게 먹고 있어요.,긍정,긍정,긍정"
